adjustable,flicker_free,mount_compatible,price,product_name,refresh_rate,resolution,response_time,review_count,review_rating,screen_curvature,video_inputs
Tilt Adjustable,,VESA Mount Compatible,159.99,"ViewSonic VA2759-smh 27"" Full HD 1920 x 1080 7ms (GTG W/OD) HDMI VGA Built-in Speakers Anti-Glare Backlit LED IPS Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,"7ms (GTG W/OD), 14ms (Typical GTG) Response Time",36,4,,"VGA, HDMI Video Inputs"
Height Adjustable,,VESA Mount Compatible,399.99,"Samsung SD850 Series S32D850T 32"" (31.5"" Viewable) WQHD 2560 x 1440 2K Resolution 5ms HDMI, DisplayPort Dual-Link DVI USB 3.0 Hub LED Backlit LCD Monitor",,2560 x 1440 WQHD 2K Resolution @ 60Hz,5ms (GTG) Response Time,52,4,,"Dual Link DVI, HDMI, DisplayPort Video Inputs"
,,,129.99,"ASUS MB168B 16"" (Actual size 15.6"") 11ms Widescreen LED Backlight HD Portable USB-powered Ultra-slim  Monitor with Smart Case",,,,51,4,,
,,,176.99,"ASUS MB169B+ 16"" (Actual size 15.6"") 16:9 Widescreen LED Backlight Full HD Portable USB 3.0 Asus-Exclusive Extreme Low Motion Blur SYNC with Eye Care Technology USB-powered IPS Portable Monitor",,,,51,4,,
"Tilt, Swivel, Pivot, Height Adjustable",,,154.99,"HP EliteDisplay E223 22"" (Actual size 21.5"") Full HD 1920 x 1080 5ms 60Hz VGA HDMI DisplayPort USB 3.0 Hub Anti-Glare Backlit LED IPS Monitor",,1920 x 1080 Full HD Resolution @ 60 Hz,,5,5,,"VGA, HDMI (1.4), DisplayPort (1.2) Video Inputs"
,,,699.99,"BenQ PD3200U 32"" 3840 x 2160 4K IPS Monitor, 100% Rec. 709 and sRGB, 4ms(GTG), 20M:1 DCR, Height Adjustable, VESA Ready, HotKey Puck, Built-in Speakers",,,,47,4,,
Tilt Adjustable,,,217,"Lenovo ThinkVision M14 14"" Full HD 1920 x 1080 6ms 2xUSB Type-C Ports WideScreen Backlit LED LCD Mobile Monitor",,1920 x 1080 Full HD Resolution,6ms Response Time,4,5,,
,,,244.99,"ASUS ZenScreen MB16AC 15.6"" Full HD 1920 x 1080 5 ms USB Type-C LED Backlight IPS Portable Monitor",,,,51,4,,
,Eye Care with Low Blue Light and Flicker-Free Technology,VESA Mount Compatible,179,"BenQ EW2780 27"" Full HD 1920 x 1080 5ms (GTG) 3 x HDMI, AMD FreeSync Low Blue-Light Flicker-Free Built-in Speakers Slim Bezel Design LED Backlit IPS Entertainment Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,5ms (GTG) Response Time,6,5,,3 x HDMI (2.0) Video Inputs
Tilt Adjustable,Flicker-Free Technology with Low Blue Light Filter,VESA Mount Compatible,129.99,"ViewSonic VA2452Sm 24"" (Actual size 23.6"") Full HD 1920 x 1080 7ms (GTG) VGA DVI-D DisplayPort Flicker-Free Blue Light Filter Built-in Speakers Anti-Glare Backit LED LCD Monitor",,1920 x 1080 Full HD Resolution,,7,5,,"VGA, DVI-D, DisplayPort Video Inputs"
,,VESA Mount Compatible,169.99,"LG 27BK430H-B 27"" Full HD 1920 x 1080 5ms 75Hz HDMI VGA AMD FreeSync Technology LED Backlit IPS Monitor",75Hz Refresh Rate,1920 x 1080 Full HD Resolution,5ms Response Time,6,5,,"HDMI (1.4), VGA Video Inputs"
Tilt Adjustable,Flicker-Free Technolgy with Low Blue Light Filter,VESA Mount Compatible,109.99,"ViewSonic VA2252Sm 22"" Full HD 1920 x 1080 6.5ms (GTG) VGA DVI-D DisplayPort Flicker-Free Blue Light Filter Anti-Glare Backlit LED LCD Monitor",,1920 x 1080 Full HD Resolution,6.5ms (GTG) Response Time,7,5,,"VGA, DVI-D, DisplayPort Video Inputs"
,,,249.99,"LG UltraWide 29WN600-W 29"" WFHD 2560 x 1080 5 ms (GTG at Faster) 75 Hz HDMI, DisplayPort RADEON FreeSync Built-in Speakers Monitor",Refresh Rate 75Hz,,,7,5,,
"Tilt, Height, Swivel Adjustable",,VESA Mount Compatible,,"LG 49BL95C-W 49"" UltraWide Dual 5120 x 1440 5ms HDMI DisplayPort USB-C Anti-Glare HDR Built-in Speakers IPS Monitor",,5120 x 1440 Ultra Wide Dual QHD Resolution @60Hz,5ms Response Time,7,5,,
,,Wall Mountable,276.44,"LG 27UK500-B 27"" 4K UHD 3840 x 2160 60Hz IPS 5ms (GTG) 2 x HDMI, DisplayPort FreeSync HDR10 Color Calibrated Monitor",,,,9,5,,
"Tilt, Pivot, Height Adjustable",,,419.99,"LG 27BL85U-W 27"" 4K Ultra HD 3840 x 2160 HDMI DisplayPort USB Type-C FreeSync Tilt, Pivot, Height Adjustable IPS Monitor",,3840 x 2160 Ultra HD 4K Resolution,,13,5,,
,,,125.99,"Dell SE2216H Black 22"" FHD 1080p Widescreen LED Backlight Monitor, 3000:1, 250cd/m2, HDMI& D-Sub, Tilt",,,,135,4,,
,,,252,Lenovo ThinkVision P27h-10 27 Inch Wide QHD IPS Type-C Monitor,,,,10,5,,
Tilt Adjustable,Flicker-Free Technology with Blue Light Filter,VESA Mount Compatible,89.99,"ViewSonic VA2055Sm 20"" (Actual size 19.5"") Full HD 1920 x 1080 VGA DVI-D Built-in Speakers Flicker-Free Blue Light Filter Anti-Glare MVA Panel LED Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,,14,5,,"VGA, DVI-D Video Inputs"
,,,199.99,"ASUS ProArt Display PA248QV 24.1"" WUXGA 1920 x 1200 16:10 Professional Monitor, 100% sRGB/Rec.709 Delta E < 2, IPS, DisplayPort HDMI D-Sub, Calman Verified, Eye Care, Anti-glare, Tilt Pivot Swivel Height Adjustable",,,,17,5,,
,,,84,"ViewSonic VA2055SA Black 19.5"" Widescreen LED Backlight LCD Full HD 1080P Monitor, 250 cd/m2 3000:1, D-Sub, VESA mountable",,,,14,5,,
,,,139.99,"ASUS VZ Series VZ239H-W 23"" Full HD 1920 x 1080 5ms (GTG) D-Sub, HDMI Built-in Speakers LCD/LED Monitor",,,,228,4,,
Tilt Adjustable,Flicker-Free Technology,VESA Mount Compatible,119.99,"BenQ GW2480 24"" Full HD 1920 x 1080 60Hz 5ms VGA HDMI DisplayPort Flicker-Free Technology Built-in Speakers Slim Bezel Design LED Backlit IPS Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,"5ms (Fast), 8ms (Normal) Response Time",67,5,,"VGA, HDMI (1.4), DisplayPort Video Inputs"
,,VESA Mount Compatible,99.99,"BenQ GW2283 22"" (Diagonal 21.5"") Full HD 1920 x 1080 60Hz 5ms  Eye-Care Edge to Edge Slim Bezel Widescreen LED IPS Monitor",,1920 x 1080 Full HD Resolution @ 60 Hz,,67,5,,
"Height, Swivel, Pivot, Tilt Adjustable",,VESA Mount Compatible,439.99,"ViewSonic XG2560 25"" (Actual size 24.5"") Full HD 1920 x 1080 240Hz 1ms HDMI DisplayPort USB 3.0 Hub Built-in Speakers NVIDIA G-Sync Technology Anti-Glare Backlit LED Esports Gaming Monitor",240Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms (GTG) Response Time,2,4,,"HDMI (1.4), DisplayPort Video Inputs"
Tilt Adjustable,,VESA Mount Compatible,120.99,"ASUS VS Series VS247H-P 24"" (Actual size 23.6"") Full HD 1920 x 1080 60Hz 2ms HDMI VGA DVI-D SPLENDID Modes Widescreen LED Backlight LCD Monitor",,,2ms Response Time,966,4,,
Tilt Adjustable,,VESA Mount Compatible,119.99,"ASUS VS239H-P 23"" Full HD 1920 x 1080 5ms (GTG) VGA DVI HDMI Splendid Video Intelligence Technology Backlit LED IPS Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,5ms (GTG) Response Time,,4,,"VGA, DVI, HDMI Video Inputs"
"Tilt, Swivel, Pivot, Height Adjustable",,VESA Mount Compatible,249.99,"Dell UltraSharp U2419HX 24"" (Actual size 23.8"") Full HD Monitor 1920 x 1080 60Hz 5ms DisplayPort HDMI USB 3.0 Hub HDCP Support IPS LED Backlit LCD Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,,3,5,,"DisplayPort (1.4), HDMI (1.4) Video Inputs"
Tilt Adjustable,Asus Eye Care with Ultra Low-Blue Light and Flicker-Free Technology,VESA Mount Compatible,174.99,"ASUS VE278Q 27"" Full HD 1920 x 1080 2ms HDMI VGA DisplayPort DVI-D Built-in Speakers HDMI LED Backlight LCD Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,2ms (GTG) Response Time,,4,,"HDMI, VGA, DisplayPort, DVI-D Video Inputs"
Tilt Adjustable,,VESA Mount Compatible,129.99,"ASUS VE247H 24"" (Actual size 23.6"") Full HD 1920 x 1080 2ms (GTG) VGA DVI-D HDMI Built-in Speakers LED Backlit LCD Monitor",,1920 x 1080 Full HD Resolution,2ms (GTG) Response Time,,4,,
,,VESA Mount Compatible,329.99,"ViewSonic VG2448_H2 24"" Full HD 1920 x 1080 5ms (GTG W/OD) HDMI DisplayPort VGA USB 3.0 Hub Built-in Speakers Dual Pack Anti-Glare Backlit LED IPS Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,"5ms (GTG W/OD), 14ms (Typical GTG) Response Time",1,5,,"VGA, HDMI (1.4), DisplayPort Video Inputs"
,,,599.99,"ASUS ROG Strix XG17AHP 17.3"" Full HD 1920 x 1080 3 ms (GTG) 240 Hz (Max.) USB Type-C, Micro HDMI Built-in Speakers Portable IPS Gaming Monitor","240Hz (Max) Refresh Rate","1920 x 1080 Full HD Resolution","3ms (GTG) Response Time",1,1,,"USB Type-C, Micro HDMI Video Inputs"
"Height, Swivel, Pivot, Tilt Adjustable",,VESA Mount Compatible,499.99,"ViewSonic XG3220 32"" (Actual szie 31.5"") 4K Ultra HD 3840 x 2160 5ms 2 x HDMI DisplayPort AMD FreeSync Dual Speakers Anti-Glare Backlit LED Gaming Monitor",,3840 x 2160 Ultra HD 4K Resolution @ 60Hz,"5ms (GTG W/OD), 9.5ms (GTG) Response Time",2,3,,"2 x HDMI (2.0) Video Inputs, DisplayPort Video Inputs"
,,,139.99,"ASUS VP247QG 24"" (Actual size 23.6"") Full HD 1920 x 1080 1ms DP HDMI VGA Adaptive Sync/FreeSync Eye Care Monitor",,,,15,4,,
Tilt Adjustable,,,169.99,"LG 24MP59G-P 24"" (Actual size 23.8"") Full HD 1920 x 1080 5ms 75Hz VGA HDMI AMD FreeSync Flicker Safe Anti-Glare Backlit LED IPS Gaming Monitor",75Hz Refresh Rate,1920 x 1080 Full HD Resolution,5ms (GTG) Response Time,19,4,,"HDMI, VGA Video Inputs"
"Height, Swivel, Tilt Adjustable",,VESA Compatibility - Mountable,749.99,"ASUS ROG Strix XG43VQ 43"" 3840 x 1200 1ms MPRT 120 Hz HDMI, DisplayPort Built-in Speakers 1800R Curved Gaming Monitor with FreeSync 2 HDR, DisplayHDR 400, DCI-P3 90%, Shadow Boost",,,,2,3,,
,,,499,"BenQ XL2546K eSports 1920 x 1080 24.5"" 240Hz 0.5ms HDMI DisplayPort1.2 Flicker-free Low Blue Light, ZOWIE LED Monitor, Black eQualizer, Color Vibrance, DyAc+, S-Switch, Shield, Height Adjust",,,,1,4,,
,,VESA Mount Compatible,399.99,"Samsung CRG5 C27RG50 27"" 1920 x 1080 240Hz Rapid Curve 4ms 2x HDMI, DisplayPort NVIDIA G-SYNC Compatible Curved Gaming Monitor","Smooth and Fast 240Hz Rapid Curved Refresh Rate","1920 x 1080 Full HD Resolution","4ms Response Time",5,4,,
,,,499.99,"ASUS ROG Strix XG17AHPE 17"" (Actual size 17.3"") Full HD 1920 x 1080 3 ms (GTG) 240 Hz (Max) Micro HDMI, USB-C Built-in Speakers Portable IPS Gaming Monitor",240Hz (Max) Refresh Rate,1920 x 1080 Full HD Resolution,3ms (GTG) Response Time,4,4,,"USB Type-C, Micro HDMI Video Inputs"
"Tilt, Height Adjustable",,VESA Mount Compatible,260.99,"Westinghouse WC32PX9019 32"" Full HD 1920 x 1080 144Hz 2xHDMI DisplayPort USB 3.0 Hub AMD FreeSync Technology Flicker-Free Low Blue Light Filter Widescreen Backlit LED Curved Gaming Monitor",144Hz Refresh Rate,1920 x 1080 Full HD Resolution,,12,4,,"2 x HDMI, DisplayPort Video Inputs"
Tilt Adjustable,Blue Light Filter and Flicker-Free Technology,VESA Mount Compatible,399.99,"ViewSonic VX3211-4K-MHD 32"" Ultra HD 3840 x 2160 4K 2xHDMI DisplayPort Built-in Speakers AMD FreeSync Technology Blue Light Filter Flicker-Free HDR10 Compatible Backlit LED Gaming Monitor",,3840 x 2160 Ultra HD 4K Resolution,3ms (GTG) Response Time,1,5,,"2 x HDMI (2.0), DisplayPort (1.2) Video Inputs"
Pivot Swivel Tilt Height Adjustable Stand,,100 x 100mm VESA Mounting ,549,"BenQ Zowie XL2740 27"" Full HD 1920 x 1080 Gaming Monitor G-Sync Compatible FreeSync 240Hz 1ms (GTG) VESA Height Adjustable Stand with Shield DVI 2x HDMI DisplayPort Headphone & Mic Jack",,,,1,5,,
Tilt Adjustable,,VESA Mount Compatible,219.99,"ViewSonic VX2758-P-MHD 27"" Full HD 1920 x 1080 144Hz 1ms 2xHDMI DisplayPort AMD FreeSync Built-in Speakers Frameless Anti-Glare Backlit LED Gaming Monitor",144hz Refresh Rate,1920 x 1080 Full HD Resolution,"5ms (GTG), 1ms (GTG W/OD), 1ms (MPRT) Response Time",2,5,,
"Height, Swivel, Tilt Adjustable",Flicker-Free Technology,,799.99,"SAMSUNG C43J890 43"" 3840 x 1200 Double FHD 5ms (GTG) 120Hz HDMI DisplayPort USB Type-C 32:10 Curved Super Ultra-Wide Monitor",120Hz Refresh Rate,3840 x 1200 Double Full HD Resolution,5ms Response Time,7,3,,"HDMI, DisplayPort, 2 x USB Type C Video Inputs"
,,,829.99,"ASUS ROG Strix XG49VQ 49"" Super Ultra-Wide HDR Curved Gaming Monitor - 32:9 (3840 x 1080), 144Hz, FreeSync 2, DisplayHDR 400, Eye Care with DP HDMI",,,,10,5,,
,Flicker-Free Technology,VESA Mount Compatible,299.99,"BenQ EL2870U 28"" (Actual size 27.9"") 3840 x 2160 4K Resolution 60Hz 1ms 2x HDMI DisplayPort AMD FreeSync Technology Built-in Speakers Flicker-Free Low Blue Light HDCP Support LED Backlit Gaming Monitor",,3840 x 2160 4K Resolution @ 60Hz,1ms Response Time,10,3,,"2 x HDMI (2.0), DisplayPort (1.4) Video Inputs"
"Tilt, Height Adjustable",Flicker-Free Technology,VESA Mount Compatible,749.99,"BenQ XR Series EX3501R 35"" 3440 x 1440 Resolution 100Hz 4ms DisplayPort, 2x HDMI, USB-C HDR10 FreeSync Flicker-Free Low Blue Light Ultrawide LED Backlit Curved Gaming Monitor",100Hz Refresh Rate,3440 x 1440 Resolution,4ms Response Time,19,5,,"2 x HDMI (2.0), DisplayPort (1.4), USB Type-C Video Inputs"
"Swivel, Tilt Adjustable",,VESA Mount Compatible,169.99,"ViewSonic VX2485-MHU 24"" Full HD 1920 x 1080 up to 5ms 75Hz VGA HDMI USB 3.2 Gen 1 Type-C AMD FreeSync Built-in Speakers Anti-Glare LED Backlit IPS Gaming Monitor",75Hz Refresh Rate,1920 x 1080 Full HD Resolution,5ms (OD) Response Time,1,4,,"VGA, HDMI (1.4), USB 3.2 Type-C Video Inputs"
,,,209.99,"ViewSonic XG2705 27"" Full HD 1920 x 1080 1ms (GTG) 144 Hz HDMI, DisplayPort AMD FreeSync Technology Built-in Speakers Gaming Monitor","144Hz Refresh Rate ","Full HD 1080p Resolution","1ms Response Time",5,4,,
,,,179.99,"ViewSonic XG2405 24"" (23.8"" Viewable) Full HD 1920 x 1080 1ms (GTG) 144Hz HDMI, DisplayPort IPS AMD FreeSync Built-in Speakers Gaming Monitor","144Hz Refresh Rate ","Full HD 1080p Resolution","1ms Response Time",7,4,,
"Tilt, Swivel, Height Adjustable",,VESA Mount Compatible,449.99,"ASUS VP348QGL 34"" Quad HD 3440 x 1440 75Hz 4ms 2xHDMI DisplayPort Adaptive-SYNC/FreeSync HDR-10 Blue Light Filter Flicker Free Asus Eye Care Built-in Speakers Ultra Wide Backlit LED Gaming Monitor",75Hz Refresh Rate,3440 x 1440 Quad HD 2K Resolution,4ms Response Time,8,4,,"2 x HDMI (2.0), DisplayPort (1.2) Video Inputs"
"Tilt, Swivel, Height Adjustable",,VESA Mount Compatible,429.99,"ASUS TUF Gaming VG32VQ 32"" (Actual size 31.5"") WQHD 2560 x 1440 2K 144Hz 1ms 2x HDMI,  DisplayPort AMD FreeSync Asus Eye Care Ultra Low-Blue Light Flicker-Free HDR10 Curved Gaming Monitor",144Hz Refresh Rate,2560 x 1440 WQHD 2K Resolution,1ms Response Time,16,4,,"2 x HDMI (2.0), DisplayPort (1.2) Video Inputs"
,,VESA Mount Compatible,169.99,"ViewSonic VX2458-MHD 24"" Full HD 1920 x 1080 1ms 144Hz 2 x HDMI DisplayPort FreeSync Built-in Speakers Anti-Glare LED Backlit LCD Gaming Monitor",144Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms (GTG W/OD) Response Time,18,4,,"2 x HDMI (1.4), DisplayPort Video Inputs"
Tilt Adjustable,Flicker-Free Technology,VESA Mount Compatible,449.99,"BenQ EW3270U 32"" (Actual size 31.5"") 3840 x 2160 4K Resolution 4ms HDMI, DisplayPort, USB Type-C Built-in Speakers Flicker-Free FreeSync HDR LED Backlit Gaming Monitor",,3840 x 2160 4K Resolution @ 60Hz,4ms Response Time,23,4,,
"Tilt, Swivel, Pivot, Height Adjustable",Asus Eye Care with Ultra Low-Blue Light and Flicker-Free Technology,VESA Mount Compatible,599,"ASUS ROG Strix XG279Q 27"" WQHD 2560 x 1440 (2K) 1ms (GTG) 170Hz (Overclocking) 2 x HDMI, DisplayPort G-Sync Compatible Built-in Speakers DisplayHDR 400 Frameless Design LED Backlit IPS Gaming Monitor",170Hz Overclockable Refresh Rate,2560 x 1440 WQHD 2K Resolution,1ms (GTG) Response Time,26,4,,"2 x HDMI (2.0), DisplayPort (1.2) Video Inputs"
,,,399.99,Pixio PX7 Prime 27 inch 165Hz IPS 95% DCI-P3 HDR WQHD 2560 x 1440 Wide Screen Display 1440p Flat AMD Radeon FreeSync Certified Ultimate Esports Gaming Monitor,165Hz Refresh Rate,2560 x 1440p WQHD 2K Resolution,,25,4,,
"Pivot, Swivel, Tilt, Height Adjustable",Flicker-Free Technology,VESA Mount Compatible,269,"BenQ ZOWIE XL2731 27"" Full HD 1920 x 1080 1ms 144Hz DVI-D HDMI DisplayPort e-Sports Gaming Monitor",144Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms Response Time,2,5,,
,,Tilt VESA Compatibility - Mountable,259.99,"ViewSonic VX3268-PC-MHD 32"" 1080p Curved 165Hz 1ms Gaming Monitor with FreeSync Premium Eye Care HDMI and Display Port",,,,2,5,,
,,,329.99,Pixio PX277 Prime 27 inch 165Hz IPS 1ms (MPRT) HDR WQHD 2560 x 1440 Wide Screen Display 1440p 165Hz Flat AMD Radeon FreeSync Premium Esports IPS Gaming Monitor,"165Hz Refresh Rate (DP 1.2 - 165Hz, HDMI1 2.0 - 144Hz, HDMI2 1.4 - 144Hz)",2560 x 1440p WQHD 2K Resolution,1ms (MPRT) Response Time,3,5,,
"Tilt, Swivel, Height Adjustable",,VESA Mountable Compatible ,849.99,"Acer Predator X34 Pbmiphzx 34"" 3440 x 1440 UltraWide QHD 4ms 100HZ NVIDIA G-SYNC ZeroFrame Design Tilt Swivel Height Adjustable IPS Cuved Ultra-wide Gaming Monitor","100Hz Refresh Rate,  120Hz Overclocked Refresh Rate",3440 x 1440 UltraWide-QHD Resolution,4ms Response Time,48,4,,
Tilt Adjustable,,VESA Mount Compatible,106.32,"Acer V227Q bi 22"" (Actual size 21.5"") Full HD 1920 x 1080 75Hz 4ms (GTG) VGA HDMI AMD FreeSYNC Backlit LED IPS Monitor",75Hz Refresh Rate ,1920 x 1080 Full HD Resolution,4ms (GTG) Response Time,4,5,,"HDMI, VGA Video Inputs"
,,,429.99,"MSI Optix MAG322CQR 32"" (Actual size 31.5"") WQHD 2560 x 1440 (2K) 1ms (MPRT) / 4ms (GTG) 165 Hz 2 x HDMI, DisplayPort, USB FreeSync (AMD Adaptive Sync) Curved Gaming Monitor",,,,5,5,,
,,,,"Acer Predator X35 bmiphzx 35"" 3440 x 1440 WQHD 200Hz 2ms HDMI DisplayPort USB Hub HDR1000 NVIDIA G-SYNC Quantum Dot WideScreen Curved Gaming Monitor",200 Hz Refresh Rate,3440 x 1440 WQHD Resolution,,6,5,,
,,,169.99,"Pixio PX248 Prime 24"" 144Hz IPS 1ms (MPRT) AMD Radeon FreeSync Premium Full HD 1920 x 1080 Premier eSports IPS Gaming Monitor","144Hz Refresh Rate (DP 1.2 - 144Hz, HDMI1 2.0 - 144Hz, HDMI2 1.4 - 120Hz) ","1920 x 1080p FHD Resolution","1ms Response Time (MPRT)",7,5,,
,,"Tilt, Swivel, Heighr Adjustments & VESA Mount",489.99,"Acer Predator XB1 XB271HU Abmiprz WQHD 2560 x 1440 (2K) 1ms 144Hz (Overclock Refresh Rate 165 Hz) 350 cd/m2 G-sync Gaming Monitor, HDMI, DisplayPort, USB3.0",,,,114,4,,
"Height Adjustable Arm,Height & Tilt Adjustable",,VESA Compatibility - Mountable,359.99,"MSI Optix MAG251RX 24.5"" Full HD 1920 x 1080 1ms (GTG) 240 Hz HDMI, DisplayPort, USB-C G-Sync Compatible Gaming Monitor","240Hz Super Refresh Rate for Best Gaming Experience",,,13,5,,
Tilt Adjustable,,VESA Mount Compatible,,"ASUS ROG Strix XG438Q 43"" 3840 x 2160 4K Resolution 4ms 120Hz 3xHDMI DisplayPort FreeSync Flicker Free HDR 600 Remote Control Built-in Speakers Backlit LED Gaming Monitor",120Hz Refresh Rate,3840 x 2160 4K Resolution,4ms Response Time,11,5,,"3 x HDMI (2.0), DisplayPort (1.4) Video Inputs"
,,,218.99,"AOC G2590FX 25"" (24.5"" viewable) Frameless Gaming Monitor, Full HD 1920 x 1080, 1ms, 144Hz, G-SYNC Compatible + AMD FreeSync, 96% sRGB Coverage, Low Input Lag, DisplayPort/HDMI/VGA, VESA",,1920 x 1080 Full HD Resolution with TN panel,,131,4,,
,,VESA Mount Compatible,239.99,"ViewSonic XG2402 24"" 1920 x 1080 Full HD 144Hz 1ms 2x HDMI DisplayPort AMD FreeSync Built-in Speakers Anti-Glare LED Backlit Gaming Monitor",144Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms Response Time,140,4,,"2 x HDMI (1.4), DisplayPort Video Inputs"
"Pivot, Tilt, Swivel, Height Adjustable",,VESA Mount Compatible,399.99,"LG 32GK650F-B 32"" (Actual size 31.5"") Quad HD 2560 x 1440 2K 5ms (Faster) 144Hz 2xHDMI DisplayPort AMD Radeon FreeSync 3-Side Borderless Anti-Glare Backlit LED Gaming Monitor","120HZ, 144Hz (OC) Refresh Rate",2560 x 1440 Quad HD 2K Resolution,,23,5,,"2 x HDMI, DisplayPort (1.2) Video Inputs"
,,,209.99,"Acer ED270R 27"" Black 1920 x 1080 Widescreen 16:9 165Hz Refresh Rate AMD FreeSync Premium Technology, 2x HDMI, DisplayPort Curved LED Gaming Monitor","165Hz Refresh Rate","27"" VA Curved 1500R Panel with 1920x1080 FHD Resolution","5ms Response Time",29,3,,
"Customized Viewing: Height Adjustable Stand, Smart Scaling to simulate custom screen sizes, Low blue light & Flicker free technology, Special bezel frame minimizes visual distractions",,,199,"BenQ ZOWIE XL Series XL2411P Dark Gray 24"" 144Hz Full HD 1920 x 1080 1ms (GTG) DVI HDMI DisplayPort eSports Gaming Monitor, Height Adjustable Stand",High Performance: 144Hz Refresh Rate & 1ms response time for competitive gaming performance,,,21,4,,
"Tilt, Swivel, Pivot, Height Adjustable",,,319.99,"ASUS TUF GAMING VG259QM 25'' (Actual size 24.5"") Full HD 1920 x 1080 1ms 280Hz (OC) 2xHDMI DisplayPort G-SYNC Compatible Built-in Speakers HDR 400 Backlit LED IPS Gaming Monitor","144Hz, 240Hz (Above), up to 280Hz (Overclockable) Refresh Rate",1920 x 1080 Full HD Resolution,1ms (GTG) Response Time,28,4,,"2 x HDMI (2.0), DisplayPort Video Inputs"
"Tilt, Height Adjustable",Flicker-Free Technology,VESA Mount Compatible,229.99,"Westinghouse WC27PX9019 27"" Full HD 1920 x 1080 144Hz 2xHDMI DisplayPort AMD FreeSync Technology Flicker-Free USB 3.0 Hub Low Blue Light Eye Care Widescreen Backlit LED Curved Gaming Monitor",144Hz Refresh Rate,1920 x 1080 Full HD Resolution,,37,4,,"2 x HDMI, DisplayPort Video Inputs"
"Tilt, Height Adjustable",,VESA Mount Compatible,359.99,"Westinghouse WC34DX9019 34"" UWQHD 3440 x 1440 2K Resolution 100Hz 2xHDMI DisplayPort USB 3.0 Hub AMD FreeSync Technology Flicker-Free Ultra Widescreen Curved Backlit LED Gaming Monitor",100Hz Refresh Rate,3440 x 1440 UWQHD 2K Resolution,,43,4,,"2 x HDMI, DisplayPort Video Inputs"
"Tilt Adjustable",,VESA Compatibility - Mountable,359.99,"MSI Optix G32CQ4 32"" (Actual size 31.5"") WQHD 2560 x 1440 (2K) 1ms (MPRT) / 4ms (GTG) 165 Hz HDMI, DisplayPort FreeSync (AMD Adaptive Sync) Curved Gaming Monitor","165 Hz Refresh Rate ","Curved 2560 x 1440 WQHD Resolution","1ms (MPRT) / 4ms (GTG) Response Time ",32,4,,
,,VESA Mount Compatible,159.99,"Pixio PXC243 24"" Full HD 1920 x 1080 144Hz 3ms DVI HDMI DisplayPort AMD FreeSync Technology Belzeless Design LED Backlit Premier eSports Curved Gaming Monitor",144Hz Refresh Rate,1920 x 1080p Full HD Resolution,3ms Response Time,37,4,,"DisplayPort (1.2), HDMI (1.4), DVI Video Inputs"
,,Vesa Mount Compatible,299.99,"Pixio PX329 32"" 165Hz WQHD 2560 x 1440 Wide Screen Bezel Less Display Professional 1440p VA AMD Radeon FreeSync Certified Gaming Monitor Compatible with Xbox (120Hz & VRR) and PS4",165 Hz Refresh Rate,2560 x 1440 WQHD Resolution,5ms Response Time,52,4,,
"Tilt, Height Adjustable",,VESA Mount Compatible,189.99,"Westinghouse WM27PX9019 27"" Full HD 1920 x 1080 144Hz HDMI VGA DisplayPort AMD FreeSync Technology Flicker-Free Edgeless Design Eye Care Technology Widescreen Backlit LED Gaming Monitor",144Hz Refresh Rate,1920 x 1080 Full HD Resolution,,63,4,,"HDMI, VGA, DisplayPort Video Inputs"
Tilt Adjustable,,VESA Mount Compatible,119.99,"ViewSonic VX2257-MHD 22"" Full HD 1920 x 1080 75Hz HDMI VGA DisplayPort AMD FreeSync Built-in Speakers Anti-Glare Backlit LED Gaming Monitor",75Hz Refresh Rate,1920 x 1080 Full HD Resolution,2ms Response Time,73,4,,"VGA, DisplayPort, HDMI Video Inputs"
Tilt Adjustable,,VESA Mount Compatible,129.99,"ViewSonic VX2452MH 24"" (Actual size 23.6"") Full HD 1920 x 1080 2ms (GTG) HDMI DVI-D VGA Built-in Speakers Anti-Glare LED Backlit LCD Gaming Monitor",,1920 x 1080 Full HD Resolution,2ms (GTG) Response Time,64,4,,"HDMI, VGA, DVI-D Video Inputs"
Tilt / Swivel / Pivot / Height Adjustable,,,419.99,"Samsung CHG70 Series C27HG70 27"" 2560 x 1440 (2K) 144Hz 1800R Curved Gaming Monitor, QLED, 1ms (GTG), AMD FreeSync 2, 2xHDMI, DP, USB, VESA Mount, Height/Tilt/Swivel/Pivot Adjustable","2560 x 1440 (2K), 1MS (GTG), 144Hz Refresh Rate",,,106,4,"1800R Curvature and 178/178 Viewing Angles",
